cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID,label,year,month,weekday,hour,comment_len
小27呀,2018/8/16 22:45,sml-str50,敲 好次 店里 人 实在 是 太 多 了 我们 就 打包 的 打包 种类 比较 少 只能 打包 甜品 点 了 双皮奶 跟 椰汁 马蹄 爽 真的 好吃 哦 双皮奶 香浓 嫩 滑 椰汁 马蹄 脆脆 的 口感 很棒,非常好,非常好,非常好,518986,5,2018,8,3,22,135
靜筱俏,2018/8/16 22:37,sml-str50,朋友 想 喝 双皮奶 听说 这家 比较 出名 走 了 蛮 久 才 到 的 人 特别 多 都 坐满 了 在 一楼 点 餐点 的 红豆 双皮奶 和 椰汁 红豆 香芋 泥 顺便 打包 了 两份 双皮奶 可是 竟然 只能 现金 结账 好 在 带 了 不然 还 跑 上 二楼 点 而且 双皮奶 只能 是 热 的 口感 上 感觉 没有 凉 的 好喝 可能 吃了饭 的 原因 感觉 没有 想象 中 那么 好吃 每人 都 还 剩 了 一半 的 量,非常好,非常好,非常好,518986,5,2018,8,3,22,213
OllieLau,2018/8/16 1:24,sml-str50,在 上下 九 吃饭 特意 找 这个 甜品店 的 在 上下 九 步行街 陶陶 居 斜对面 好找 人 也 多 里面 基本 满位 我 是 外带 的 在 门口 都 排起 了 小 队伍 打包 杨枝 甘露 一份 看到 价格 我 还 觉得 小贵 但 拿到 手 打开 了 吃 上 一口 才能 感受 到 那种 物有所值 慢慢 果肉 分量 超足 还有 菠萝 总体 满分 但 服务 不是 希望 外卖 加强 下 按 规矩 意识 大家 都 在 排队 队伍 等待 我 买 完 了 后 一个 大妈 直接 走 去 服务员 左边 点单 服务员 没 啥 问题 的 继续 招待 了 硬气 点 叫 她 排队 好 吗 如果 插 我 前面 我 就要 说 服务员 怎么 可以 这样 了 但 我 看 我 后面 的 小伙子 瞪大个 眼睛 也 不 出声 我 也 没 啥 好 说 图片 分别 搅拌 前后,非常好,非常好,很好,518986,5,2018,8,3,1,326
MJS-forever,2018/8/15 23:59,sml-str50,特别 特别 有名 的 一家 甜品店 类似 茶餐厅 和 甜品店 的 结合 人多到 需要 拼桌 坐下 后报 桌号 开始 点餐 价格 都 不 贵点 了 红豆 西米露 绿豆沙 和 红豆 双皮奶 简直 好吃 到 爆 真的 想 把 每个 甜品 都 尝 一遍 不 分 正餐 还是 下午茶 看见 隔壁 桌 好多 点 肠粉 和 炒 河粉 的 真是 后悔 吃了饭 过来,非常好,非常好,非常好,518986,5,2018,8,2,23,189
胡小夕,2018/8/15 23:28,sml-str40,上下 九 步行街 人满为患 的 甜品店 对 单身 狗 不是 很 友好 因为 要 先 找个 座位 点 单时 告诉 前台 坐 的 位置 才行 没 仔细 做 攻略 看着 菜单 选 了 几个 顺眼 的 芒果 薄撑 类似 于 芒果 糯米 糍 外皮 糯米 物 貌似 是 新鲜 做出 的 还 热乎乎 的 还 带点 脆脆 里面 芒果 可能 因为 不是 季节 有点 酸 吃 到 后来 发现 脆 口感 的 貌似 是 白砂糖 椰汁 香芋 西米露 没 看清楚 还有 个芋 泥 西米露 的 元量 还 不少 奶味 很 重西米 煮 得 不错 都 透 了 但 没有 糊 芋头 偏硬 但 还是 粉 的 杨枝 甘露 这家 店 甜品 卖相 好像 都 不是太好 这份 芒果 底蛮 甜 中 和 了 芒果 肉 的 酸 似乎 没 吃 到 柚子 却 有 菠萝 果粒 味道 不错 是 这次 三个 里 最好 的 鲜虾 云吞面 面条 分中份 大份 差元 但是 实在 塞 不下 了 中份 足矣 用 的 貌似 是 广东 这边 云吞面 专用 的 细细 硬硬 的 碱 水面 不是 特别 吃 的 惯 云吞 看上去 也 不是 很 起眼 咬一口 还是 蛮 惊喜 的 肉眼 可见 的 大 虾仁 入口 鲜甜 极其 明显 的 甜味 好评 这里 很傲 娇 必须 现金 付款 不过 收银 小姐姐 和 收拾 的 阿姨 态度 都 非常 好,很好,好,好,518986,4,2018,8,2,23,461
甜品控cici,2018/8/15 23:03,sml-str20,自己 点单 味道 正宗 同样 分量 姜撞奶 的 价格 长沙 只要 元,好,好,好,518986,2,2018,8,2,23,32
HEIlllll,2018/8/15 20:36,sml-str40,每次 来 都 一定 要 吃 这里 的 双皮奶 也 是 最 喜欢 这里 的 双皮奶 满满的 回忆,非常好,很好,好,518986,4,2018,8,2,20,32
莫莫伤,2018/8/15 13:47,sml-str40,看 攻略 的 时候 说来 上下 九必 吃 然后 路过 的 时候 看人 特别 多 服务员 忙乱 得 可以 说 有 外卖 就 觉得 回 酒店 吹 空调 吃 外卖 吧 点 了 双皮奶 绿豆沙 还有 一个 萝卜 牛杂 以及 杨枝 甘露 双皮奶 和 绿豆沙 奶味重 惊艳 的 是 杨枝 甘露 真的 很 浓郁 里面 的 料 也 很 足 菠萝 芒果 西米 感觉 比必 吃 的 双皮奶 更 值得 拥有 甜口 的 吃 多 了 配 辣椒酱 的 萝卜 牛杂 就 派上用场 了 嗯 萝卜 比 牛杂 好吃,好,好,好,518986,4,2018,8,2,13,234
不学无术的吃货,2018/8/15 7:16,sml-str40,周末 终于 得空 前往 十甫 路南 信 牛奶 甜品 专家 拔草 为 防止 人多 抢 不到 位子 我们 中午 到 店 但 依然 人满为患 好 在 上 了 二楼 稍 等 一会儿 就 有 了 空位 这里 最好 先 占 好 位子 再 去 点餐 因为 你 要 告诉 点 餐员 你 的 桌号 方便 后面 的 送 餐员 能够 准确 地送餐 招牌 牛 三星 汤 真的 是 好 大 一碗 而且 料足 牛心 牛肝 牛肚 等 一应俱全 一个 人 吃 的话 几乎 一碗 就 吃饱 了 双皮奶 和 凤凰 奶糊 味道 香甜 奶 味十足 口感 细腻 柔滑 而且 量够 大相 比较 仁信 甜品 个人 觉得 南信 甜品 的 碗 大小 更 合适 韭王 鱼片 肠粉 表现 中规中矩 餐厅 环境 一般 座位 逼仄 服务 一般 态度 也 不算 好 其它 菜品 感觉 一般 但 牛奶 甜品 口感 味道 一流 可以 推荐,很好,好,好,518986,4,2018,8,2,7,352
Spain_27,2018/8/14 23:56,sml-str50,广州 的 冬天 气候 真的 很 好多 度 的 天气 很 适合 吃 甜品 在 江浙 根本 不敢 想象 一月份 吃 凉凉的 甜品 那天 带 着 熊 小孩 走累 了 就 在 附近 找 甜品 搜到 南信 评价 特别 高 而且 之前 同事 也 推荐 过 这家 就 慕名 而 去 了 生意 超 火爆 店里 人满为患 甜品 品种 很多 好多 都 想 吃 最终 点 了 几样 招牌 特别 美味 小朋友 也 很 喜欢 吃会 推荐 给 朋友,非常好,很好,很好,518986,5,2018,8,1,23,215
就是想吃啥,2018/8/14 17:27,sml-str50,很多 朋友 推荐 来 所以 就 跟着 推荐 来 吃 下 那个 姜撞奶 很 好吃 很 好吃 奶茶 太甜 了 没有 昨天 在 老 西关 的 好喝 其他 甜品 无功 无过 和 在 家乡 满记 甜品 差不多 生意 太好了 等位 疯 了 一会 会 发现 广州 的 桌子 都 很小 感觉 有点 拥挤,非常好,很好,非常好,518986,5,2018,8,1,17,168
阿妈妈妈妈们,2018/8/14 2:07,sml-str50,大 夏天 吃 一碗 杨枝 甘露 超级 爽 的 有 木有,非常好,非常好,非常好,518986,5,2018,8,1,2,18
～最爱吃吃吃的吃货嗷呜～,2018/8/13 23:15,sml-str30,大名鼎鼎 的 南信 牛奶 甜品 下午 两点 左右 到 店里 人满为患 注意 在 一楼 用餐 需要 在 一楼 点单 如果 在 二楼 用餐 就 得 去 二楼 点单 并且 一定 要 先 找到 位置 没 座位 是 不能 点单 的 一 开始 因为 不 知道 这个 规矩 所以 浪费 了 不少 时间 白 排队 点 了 一份 红豆 椰汁 双皮奶 一份 芒果 椰汁 双皮奶 和 一份 杨枝 甘露 不 知道 是不是 因为 加 了 椰汁 的 原因 双皮奶 特别 厚 吃 的 有点 腻 大家 都 是 吃 了 半碗 就 吃不下 了 相较 而言 杨枝 甘露 要 爽口 很多 不是 平时 吃 到 的 顺滑 口感 感觉 味道 一般 可能 不太 习惯 吧,好,好,好,518986,3,2018,8,0,23,286
wangzhenna,2018/8/13 21:27,sml-str50,一个 人 随便 吃 吃 走走 人生 第一次 一个 人 旅行,非常好,非常好,非常好,518986,5,2018,8,0,21,20
靖蔚骑都尉,2018/8/13 20:37,sml-str40,人太多 了 味道 也 一般 没有 什么 特别 的 据说 双皮奶 是 特色 有 馄饨 有面 有 各式 甜品,很好,一般,一般,518986,4,2018,8,0,20,40
Mango,2018/8/13 15:13,sml-str40,用 人满为患 来 形容 这家 店 的 火爆 应该 不为过 听说 是 广州 最 著名 的 甜品店 之一 地理位置 很 好 在 广州 上下 九 步行街 上 因为 人多 所以 服务 并 不是 很 好 环境 也 很 一般 共 上下 两层 下层 只收 现金 上面 的 可以 刷 微信 肠粉 一般 还是 银记 老字号 好吃 南方 黑芝麻糊 一般 杏仁 糊 雷区 双皮奶 南信 的 双皮奶 简直 可以 称作 广州 双皮奶 的 巅峰 之作 了 一份 元 浓郁 的 奶 香味 细腻入微 的 口感 简直 是 不同于 你 吃 过 的 任何 一家 双皮奶 那种 口感 的 细腻 是 别家 没有 的 每天晚上 你 都 可以 看到 大排长龙 的 队伍 就 为了 那么 一碗 双皮奶 真的 一点 也 不 夸张 但是 我 个人 觉得 有 一些 偏甜 但是 依旧 无法 阻拦 我 强烈推荐 它 的 内心 因为 口感 真的 细腻 无比 牛 三星 汤 这里 的 招牌 也 是 获奖 产品 分量 足 汤汁 甘甜 牛 三星 口感 嫩 滑 细腻 一定 要配 上 酸 萝卜 简直 人间 美味 要 加酸 萝卜 元 小碟,很好,好,好,518986,4,2018,8,0,15,419
ElizabethE.T.,2018/8/13 13:55,sml-str40,甜品 咸品 口味 适宜 生意 太好 地方 太 小品 食品 的 争分夺秒 不 枉 老字号,非常好,很好,很好,518986,4,2018,8,0,13,34
cherish_张,2018/8/13 12:29,sml-str40,奔 着 荔湾区 甜品 第一名 找 过来 的 上下 九 步行街 上周末 门口 排队 人 挺 多 本来 想 打包 但是 吃 起来 麻烦 还是 选择 堂 吃 四星 是因为 点单 没有 找到 位子 坐下 不 给 点 那 一个 人来 吃 不是 很 忧伤 而且 人多 等位 的话 上菜 速度 很 慢 根本 不 担心 吃 的 上来 会 没 位子 提前 说好 在 哪桌 就 好了吧 我 坐 先 找到 一个 位子 坐下 男朋友 点 完到 上桌 等 了 挺 久 的 先 上 了 杨枝 甘露 味道 确实 很棒 里面 除了 芒果 柚子 还加 了 菠萝 不过 柚子 有点 干 了 影响 口感 杨枝 甘露 快 吃 完才 上 的 双皮奶 男朋友 点 的 时候 忘记 要 红豆 了 吃 了 几口 觉得 排名 第一 还是 挺 靠 谱 的 奶 味道 很浓 吃 得到 的 香 而且 很 细 双皮奶 给 分 唯一 的 失误 就是 没有 等 工作日 人少点 再 去 可能 体验 会 更好,非常好,很好,很好,518986,4,2018,8,0,12,357
温柔大方善良可爱津,2018/8/13 0:16,sml-str50,来 了 广州 实在 走 的 有点累 而且 居然 喝到 了 假 的 一点点 就 搜 了 最近 的 一家 甜点 意外 的 好像 还 不错 味道 还 可以 人 也 是 很多 呢 两层 感觉 都 坐满 了 哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈,非常好,非常好,非常好,518986,5,2018,8,0,0,172
wsmzjq,2018/8/12 23:03,sml-str50,这是 我们 到 广州 吃 的 第一家 店 真的 是 人山人海 不得了 的 人 还好 我们 等位 等 了 分钟 就 吃 到 了 真的 是 没有 白来 很 值得 双皮奶 这个 真的 好吃 到 不行 了 我们 堂 吃 了 一碗 外卖 了 碗 可能 过 几天 我 还要 去 买 的 太 好吃 了 绝对 推荐 姜撞奶 女儿 很 喜欢 吃 我 觉得 不如 双皮奶 好吃 酸辣 牛 三星 这个 大概 是 广州 的 特色 里面 是 牛 肝 牛腰 牛心 我 是 不吃 内脏 的 老公 一个 人 吃 有点 太腻 了 杨枝 甘露 这个 还是 很酸 不 喜欢,非常好,非常好,非常好,518986,5,2018,8,6,23,265
Qiilynnn,2018/8/12 22:08,sml-str40,红豆 双皮奶 没有 冷 的 了 只有 热 的 感觉 有 一点 太甜 了 我 已经 是 甜口 了 还是 觉得 太甜 可能 挑 芒果 的 或者 冰 的 会 好 一点 驰名 牛 三星 里面 有 牛舌 牛肝 牛肚 吧 应该 是 吃 起来 还 行 主要 是 汤 好喝 应该 是 加 了 胡椒粉 热热 的 喝 还 不错 店里 生意 真的 非常 好 都 得 拼桌,好,好,好,518986,4,2018,8,6,22,181
爱吃的小仙女,2018/8/12 20:32,sml-str50,牛 三星 汤 有点 特别 大 的 腥味 但是 隔壁 本地人 说超 好吃 姜撞 奶有 细细的 姜粉 在 里面 鲜虾 云吞面 吃不来 那个 面条 有点 硬 凤凰 奶糊 原来 凤凰 就是 鸡蛋 椰汁 马蹄 爽 还好 环境 典型 的 老店 风格 人太多 了 服务 还好,非常好,非常好,非常好,518986,5,2018,8,6,20,169
ylmerry,2018/8/12 20:09,sml-str40,点 了 红豆 双皮奶 和 杨枝 甘露 好吃 特别 好吃 不愧 是 老店 推荐,很好,很好,很好,518986,4,2018,8,6,20,30
TOnywang629,2018/8/12 17:34,sml-str40,传说 中 的 甜品 专家 路过 那 就 一定 要 尝尝 要 了 一份 红豆 双皮奶 双皮奶 是 真的 很 不错 口感 厚实 牛奶 味足 配上 红豆 的 甜糯 真的 是 非常 不 一般 的 享受,很好,很好,很好,518986,4,2018,8,6,17,69
sunsun～sunny,2018/8/12 16:24,sml-str40,整体 感觉 甜品 牛腩 牛 三星 老店 必推 难得 是 游客 不断 但 味道 还 保持 着 环境 自己 找 位置 个人 推荐 菜 姜撞奶 鲜虾 云吞面 牛 三星 汤 椰汁 海底 椰 西米露 水 牛奶 雪耳炖 木瓜 温馨 提示 只收 现金 先找 位置 在 桌面 有个 小 牌子 看看 号码 点餐 时 跟 服务员 说,很好,好,好,518986,4,2018,8,6,16,203
vivien0930,2018/8/12 15:20,sml-str40,老字号 人 一直 都 是 很多 找个 位置 也 难 甜品 还是 好吃 的,很好,一般,一般,518986,4,2018,8,6,15,23
星辰ll大海,2018/8/12 11:39,sml-str50,逛 吃 逛 吃 嘛 就 随便 逛 到 了 一家 吃奶 的 地方 据说 是 老铺 还 得 了 各种 证书 那 就要 来 试试 咯点 了 双皮奶 和 姜撞奶 双皮奶 奶 味十足 但是 对 我 来说 过于 甜 了 表面 没有 奶皮 姜撞奶 是 凝固 好 了 端上来 的 姜味 还 蛮 浓 的 我 很 喜欢 价格 差不多 几块钱 一种 吧 还 不错 打卡 成功,非常好,很好,很好,518986,5,2018,8,6,11,190
许小倩爱峯,2018/8/12 2:52,sml-str50,位于 上下 九 很 容易 找 有 两层 能够 满足 客流量 服务 挺 好 的 上菜 速度 不 慢 菜品 实在 令人满意 嗯 点 了 红豆 椰汁 双皮奶 终于 知道 正宗 的 双皮奶 是 什么 感觉 了 原以为 加 了 椰汁 会 很 腻 但是 居然 完全 不会 肠粉 也 非常 的 滑贵 是 有点 贵 了 不过 有 他 的 道理 不过 只要 菜品 好 再 贵 也 是 值得 的,非常好,非常好,非常好,518986,5,2018,8,6,2,198
pujar,2018/8/11 22:42,sml-str50,人 是 真的 很多 有点 乱 在 门口 排队 让 进去 了 之后 一楼 没 位置 就让 去 楼上 楼上 还 的 等位 可是 后面 人 就 进来 了 就 谁 占 到 就是 谁 的 双皮奶 有点像 小时候 喝 的 牛奶 的 味道 很 好吃 香香甜甜 的 椰汁 马蹄 爽点 了 热 的 超级 喜欢 里面 的 马蹄 脆脆 的 里面 还有 鸡蛋 什么 的 天天 的 是 我 喜欢 的 口味 杨枝 甘露 里面 有 菠萝 和 以前 喝过 的 没什么 太 大 区别,非常好,很好,很好,518986,5,2018,8,5,22,224
ZsyCherish,2018/8/11 22:40,sml-str40,早 在 来 广州 前 就 已经 做好 攻略 收藏 了 南信 喜欢 吃 各种 甜品 的 我 肯定 要 来 尝一尝 的 哈哈 双皮奶 比较 浓 口感 也 很 丰富 很 良心 啦 杨枝 甘露 个人 很 喜欢 甜度 感觉 正好 量 也 挺 多 的 总之 性价比 还是 高高的 也 在 店里 遇到 了 不少 当地人 来 吃 哦,很好,很好,很好,518986,4,2018,8,5,22,178
_Si7in_,2018/8/11 22:19,sml-str50,又 带 外地 娃来 吃 还是 最 爱 这里 牛 三星 其他 地方 绝对 不吃 从 小吃 到 大 双皮奶 也 好吃,非常好,好,好,518986,5,2018,8,5,22,39
missmarmot,2018/8/11 17:32,sml-str40,双皮奶 双皮奶 真真是 名不虚传 我 吃 的 冰 的 妈妈 要 的 热 的 更 推荐 要 冰 的 加 了 椰汁 的 红豆 双皮奶 这样 不会 太腻 真的 是 浓浓的 奶味 细腻 爽滑 舀 一点点 唇齿 之间 就 全是 奶香 个人感觉 热 双皮奶 在 味觉 上 更 齁 甜 一点 妈妈 吃 到 后面 有点 晕 杨枝 甘露 很浓 稠料 还是 挺足 的 但 感觉 太甜 了 也 可能 是 才 吃 了 双皮奶 吃 的 这个 觉得 齁 得 慌 还有 里面 加 的 柚子 有点 硬和苦,很好,很好,很好,518986,4,2018,8,5,17,235
Serenazhangyt,2018/8/11 17:25,sml-str50,南信 的 双皮奶 赞 当天 还试 了 第二名 的 双皮奶 南信 是 实至名归 的 第一名 刷新 了 我 对 双皮奶 的 认识 入口 即 化 甜度 适中 奶味 恰到好处 就算 是 热 的 吃 完 一碗 也 不 觉得 腻 不 像 以往 吃 过 其他 家 的 双皮奶 腻 得 我 吃不完 一碗 姜撞奶 口感 就 没有 双皮奶 这么 惊艳 了 鲜虾 云吞面 也 不错 推荐 到 这 品尝 双皮奶,非常好,非常好,非常好,518986,5,2018,8,5,17,201
YTttttttttt～,2018/8/11 9:48,sml-str50,可以 说 是 广州 吃 到 的 最 好吃 的 双皮奶 门口 排起 了 长队 我们 买 了 外带 晚去 就 点 冷 的 双皮奶 都 卖完 了 很 难过 不仅 外带 的 没有 店里 也 没有 冷 的 了 我们 打包 了 最后 一份 红豆 双皮奶 和 杨枝 甘露 双皮奶 热 的 也 好吃 味道 就 像 上海 的 莉 莲蛋挞奶 香味 十足 又 不腥 店员 说 中午 十二点 一点 的 样子 冷 的 双皮奶 就 卖完 了 可见 真的 生意 超好 了,非常好,非常好,非常好,518986,5,2018,8,5,9,211
以后的以后，_3762,2018/8/11 8:56,sml-str50,味道 还 不错 就是 有点 甜 两个 人 吃 一碗 就 好 了 人 不 多么 吃 吃 人 多排 很 久 就算 了 味道 就 很 普通 那种 味道 还 不错 就是 有点 甜 两个 人 吃 一碗 就 好 了 人 不 多么 吃 吃 人 多排 很 久 就算 了 味道 就 很 普通 那种 我 去 的 时候 人 很多 买 的 打包 还是 挺快 的,非常好,非常好,非常好,518986,5,2018,8,5,8,198
她啊她,2018/8/10 22:36,sml-str50,超级 喜欢 确认 过 口感 是 我 喜欢 的 甜 看到 旁边 的 人 说 嫌弃 太甜 了 有点 吃不下 嘴太腻 了 我 随便 就 把 两碗 干完 了 就 喜欢 甜食 尤其 是 这个 黑糯米 椰条 的 超级 好吃 下次 还要 吃 这个 姜撞奶 一般 吧 不 太 喜欢 生姜 的 味道 姜味 重,非常好,很好,很好,518986,5,2018,8,4,22,168
西桃萄,2018/8/10 22:11,sml-str40,双皮奶 好吃 浓浓 奶香 黑芝麻糊 有 一点 甜 可能 因为 我 不 太 喜欢 吃 甜 的,很好,好,很好,518986,4,2018,8,4,22,33
dpuser_28071832874,2018/8/10 21:30,sml-str50,真心 太 好吃 了 而且 量 很 足 酸辣 牛 三星 一 整碗 都 是 肉 姜撞奶 也 美味,非常好,非常好,非常好,518986,5,2018,8,4,21,31
晓霖_1101,2018/8/10 20:32,sml-str50,广州 人气 很 高 的 甜品店 大众 点评 首推 双皮奶 其实 本人 不爱 吃 双皮奶 可是 不远千里 来 了 还是 要 尝一尝 一路 走来 很 热 特别 想 吃 点凉 的 这个 店小二 楼 不光 是 有 甜品 还有 牛 三星 萝卜 牛腩 等 小吃 看看 价格 和 品质 价格 好 美丽 可惜 啊 我 不 饿 我 多 想 多 想 多 想 吃 一碗 两碗 三碗 特色小吃 二楼 落座 芒果 双皮奶 很 实在 的 一小 碗 味道 很浓 但是 芒果 差 一些 剩下 好多 不是 不 好吃 是 我 不 爱 吃 杨枝 甘露 拌 雪糕 特别 清凉 雪糕 球 七彩 的 好吃 到 没 朋友,非常好,非常好,非常好,518986,5,2018,8,4,20,279
艾丽酱ppa,2018/8/10 17:15,sml-str50,第二次 来南信 了 位置 很 好找 就 在 步行街 上 这 一次 来 真的 好多 人 座位 都 坐满 了 要 和 别人 拼桌 坐 两层楼 都 不够 坐 啊 菜品 还是 一如既往 的 好吃 双皮奶 好吃 不像 外面 那种 是 正宗 的 感觉 艇 仔粥 好喝 料 也 很多 分量 足 牛杂 萝卜 煲 还是 好 好吃 啊 非常 入味 还是 非常 喜欢 南信 的 推荐 推荐 推荐 点评 写 着 写 着 就 看 饿 了,非常好,很好,很好,518986,5,2018,8,4,17,189
Raven鄔楊晨,2018/8/10 16:03,sml-str50,双皮奶 很 不错 非常 不错 的 一定 要 吃 一定 要 吃 一定 要 吃 凤凰 奶糊 只能 做 热 的 有点 不太 嗨 森 而且 太甜 了 吃 几口 就 不想 吃 了 姜撞奶 的话 真的 姜味 非常 足 同行 不能 吃 姜 的 小伙伴 不信邪 非 要 试试看 然而 最后 她 还是 浪费 了 连 我 能 吃 姜 的 都 表示 姜味 非常 足 了 大家 谨慎 尝试 哟,非常好,非常好,非常好,518986,5,2018,8,4,16,185
吴大大大头,2018/8/10 13:43,sml-str30,双皮奶 特别 甜 特别 腻 分量 很足 口味 却 一般,好,好,好,518986,3,2018,8,4,13,21
Aries_____,2018/8/10 8:05,sml-str50,就 在 上下 九 的 步行街 上 也 是 看 攻略 来 的 说 这家 双皮奶 是 老字号 店 其实 挺大 的 但是 人 很多 要 拼桌 那种 看 了 菜单 除了 甜品 也 卖 主食 但是 因为 要 去 别的 店 拔草 就 点 了 一份 红豆 双皮奶 这个 可以 做 热 的 也 可以 做 冷 的 因为 天气 热 就要 了 冷 的 大概 等 了 二十分钟 才 送来 不得不 说真的 很 惊艳 哈哈 口感 绵密 奶味 很重 虽然 有点 甜 但 不 觉得 齁,非常好,非常好,非常好,518986,5,2018,8,4,8,222
王几玄,2018/8/9 23:09,sml-str50,两周 前 了 这家 机场 下来 的 出租 上 执着 点 了 外卖 南方 的 服务 是 真 细心 双皮奶 原汁原味 看起来 不深 一盒 吃 起来 真不少 甜甜的 但 不腻 奶香 浓郁 净 鲜虾 云吞 汤 和 云吞 分开 装 的 感人 一碗 八只 每个 里面 都 有 超大 超 新鲜 的 虾仁 基本 占 了 打 得 很 细 的 猪肉 和 极 薄 到 近乎 透明 的 云吞 皮 简直 有点 停不下来 配 的 白萝卜 黄瓜 酸菜 很 爽口 新鲜 美味 打破 了 不 吃宵夜 的 信条 任性 一把,非常好,非常好,非常好,518986,5,2018,8,3,23,251
雪羽云翼,2018/8/9 20:58,sml-str50,名不虚传 点 了 杨枝 甘露 里面 好像 有 菠萝 好吃,非常好,非常好,非常好,518986,5,2018,8,3,20,22
Tokie淘,2018/8/9 19:47,sml-str40,这家 店 真的 是 超级 拥挤 了 好不容易 有 了 座位 点 了 姜撞奶 和 双皮奶 等 了 半小时 才 吃 到 姜撞奶 是 直接 做好 了 端上来 的 没 看到 奶撞 姜汁 的 样子 双皮奶 起初 入口 奶 味十足 确实 很 好吃 但是 吃 了 半碗 以后 就 觉得 稍微 有点 腻 了 还是 建议 外带 堂食 真的 又 要 等 又 拥挤,非常好,好,好,518986,4,2018,8,3,19,186
广州裴秀智,2018/8/9 19:34,sml-str40,老 店铺 味道 正宗 地道 甜点 人太多 服务 跟不上,很好,很好,很好,518986,4,2018,8,3,19,23
一颗小梧桐,2018/8/9 18:02,sml-str40,双皮奶 第一口 超级 好吃 吃 了 一半 就 好 腻 量 也 挺 大 的 最后 没 吃 完 杨枝 甘露 不错 下次 来 尝尝 其他 的,很好,好,好,518986,4,2018,8,3,18,46
shaohua1984,2018/8/9 15:48,sml-str40,网红店 特意 来 踩点 人超 多 门口 很多 人 等 还好 可以 外带 但是 外带 也 是 等 了 不少 时间 打包 了 一份 庄姜撞奶 和 两份 红豆 双皮奶 姜撞奶 感觉 味道 真不错 可能 是 之前 也 没有 吃过饭 感觉 姜 的 味道 非常 浓郁 很 厚实 红豆 双皮奶 的话 可能 都 差不多 他 有 略胜一筹 但是 并 不 惊艳,很好,很好,很好,518986,4,2018,8,3,15,189
Nono_2822,2018/8/9 13:21,sml-str50,双皮奶 我 吃 到 过 的 最 好吃 的 双皮奶 啦 嫩嫩的 这个 价格 也 很 实惠 感觉 双皮奶 跟 什么 都 很 搭 椰汁 红豆 香芋 泥 这个 是 我 最 喜欢 的 甜品 芋头 很多 莲子 也 很多 就是 吃 到 后面 有点 太甜 啦 糖 稍微 少 一点 就 好 啦 服务 服务态度 还 可以 吧 毕竟 人多 嘛 上菜 速度 也 还 可以 接收 啦 环境 环境 还好 啦 人 很多 有点 吵 不过 无所谓 啦 东西 好吃 就 可以 啦,非常好,很好,很好,518986,5,2018,8,3,13,225
花生米的泡泡,2018/8/9 10:57,sml-str30,大明 顶顶 的 甜品店 在 上下 九 步行街 特地去 拔草 的 炎炎夏日 走 到 那里 发现 上 下层 都 是 茫茫人海 要堂 吃 估计 至少 等 一 小时 然后 在 最 前面 拿 的 外卖 双皮奶 据说 很 好吃 无奈 都 不凉 了 吃 出 了 奶 腥味 不甜 倒 是 很 喜欢 实在 是 失望 外卖 也 要 好好 做 啊 莲子 百合 绿豆沙 家常 的 味道 无功 无过 鲜奶 红豆 西米露 算是 这里 最 好吃 了 有点 凉凉的 有点 甜甜的 老 招牌 但是 实在 是 失望 还贵,好,好,好,518986,3,2018,8,3,10,245
陈梦凸,2018/8/9 10:43,sml-str50,南信 为何 无论 何时 来 都 非常 爆满 排队 买单 找 座位 真是 一个 浩大 的 工程 在 店 内 手机信号 也 很 差 只能 乖乖 等 吃 了 而且 一楼 只收 现金 哦 不愧 是 老字号 杨枝 甘露 里头 东西 很多 芒果 不太酸 算是 必点 项 了 双皮奶 广州 的 双皮奶 跟 我 平时 吃 的 都 不 一样 平时 吃 的 是 凉 的 这边 非常 推荐 热 的 牛奶 味 浓郁 确实 真材实料 但 我 跟 小伙伴 都 吃 不 太 习惯 就是 了 鲜虾 肠粉 意外 惊喜 我 觉得 比银记 什么 的 更 好吃 诶 虾 非常 大 个 非常 鲜 肠粉 很 酱汁 的 味道 很 独特 满分,非常好,很好,很好,518986,5,2018,8,3,10,280
Bigface高喜欢小楠和阿颖,2018/8/9 9:28,sml-str40,人 真的 超多 网上 显示 这么 多人来 吃 既然 路过 作为 外地人 还是 不能 免俗 的 一口 信号 不好 手机 支付 要 去 二楼 我们 三伙 四个 人 一个 小孩 拼 一张 桌子 上餐 却 也 没 怎么 出错 牛 三星 不错 牛肝 是 脆弹 的 口感 加上 配 的 白萝卜 小菜 挺 好 双皮奶 点 的 冷 的 很 香和仁信 口感 不 一样 就是 有些 太甜 了 椰汁 红豆 双皮奶 点 的 时候 没有 凉 的 了 热 的 也 一样 好吃 红 豆沙 不甜 放在 里面 反倒 是 解腻 的 吃 不惯 太甜 的 我们 两个 人 最后 两份 双皮奶 都 剩 了 一小半 走 了 但是 确实 还是 挺好吃 的,很好,一般,好,518986,4,2018,8,3,9,279
