用户ID,评论内容,得分,score
10939173547,绝对是iphone历史上最重的手机了，手感很扎实，背面的玻璃也很有质感，就是这天凉手滑的，时刻担心会不会手滑，遂弄了个壳安上了。,5,
11815980894,手机运行内存大  很流畅  电视耐用续航时间长  性价比挺高的  外观设计很前卫  照相很清晰  值得购买,5,
11715249947,从7换过来的 拿到手很惊艳啊 手感很好很漂亮 电池也比7耐用到哪去了 京东快递果然不是盖的 下单第二天就到了  原装正品未激活 满意,5,
12170998985,手机是正品，很不错的，也很快，之前一直用华为，换了苹果发现苹果系统真的可以的，速度快，容易上手。喜欢，一直心心念念的想买一个苹果手机的，现在终于用上了，好激动啊，,5,
11932375476,"机运行速度快、音频系统让音效非常棒（双扬声器、立体声超爽、iOS11系统运行非常流畅
试了几款ＶＲ游戏、流畅运行、加载速度快",5,
11607916105,手机很好，外观漂亮，很轻，大小合适，反应很快，上网也好，越看越喜欢，十分满意！服务就那么回事，发货速度挺快！,5,
12468930688,物流很快！当天下单就到了。包装也很好，手机目前外观各方面都比较喜欢！性能怎么样待使用后评价！总的来说：一次满意的购机体验！??????,5,
11661577795,电池很耐用 可以玩很长时间 红色很漂亮 屏幕很大 就是手机感觉有点重 以前用的6SP感觉蛮轻的,5,
11949631343,手机很快 黑色很酷很好看 本来在纠结是要64g还是256g 想了想还是买了64g的 这是第二次在京东买手机了 之前的6p也是在这里买的 很好 用了快三年了还是好好的 没有修过 只是最近有点慢了 就买了个新的 这个是玻璃的 要好好爱惜才行 要是一摔就完蛋了 很喜欢 好评好评,5,
11277738298,第一次在京东买手机。我一开始怕是买到假的，出乎我的意料。没想到这么好。也不是什么翻新机和二十机。玩什么都很顺畅。不错。手机的电很耐用。支持京东。越做越好。,5,
11025803336,挺好的，从6p升级而来，用了3年，一天三充。x太贵，又是第一代，所以果断上8p256，不用再担心没内存了。用了半个月，感觉挺好。没有差评里的那么多毛病。还是很好用的。京东没让我失望。,5,
11791527008,要说荣优点，主要集中在，颜值不错，手感不错。圆润轻薄。，运行速度很棒，总体上性价比较高，很棒～,5,
11487722958,非常给力，给媳妇买的，她说用着非常好，屏幕感受靓丽，做工细腻，声音完美，功能强大，价格高昂，非常不错，下了几个大型游戏玩起来很流畅，拍照的效果已经堪比数码相机了,5,
11132738550,可以讲现在的内存终于够了啊.以前拍视频也不舍得拍.怕内存不够.现在买了什么都不怕了.一直在京东上买手机.用习惯了苹果系统.不用不舒服啊.现在下载软件随便用.超喜欢.嘻嘻.一直喜欢好评.用了几天从电池速度来看.都非常好.,5,
10968354464,2号买的当天就到了，物流非常快！手机盒子边角磕碰，但是手机是完美机，摄像头无灰，边框无缝隙，黄屏在设置里可以去掉，屏幕很白。使用了十几天手机没卡顿过，一直很流畅，续航一整天，价格非常实惠，给京东点个赞！,5,
11116286906,刚拆开包装准备开机发现手机没电，网上查了一下，其他人也有这种情况。充满电后开机激活。今天放了一天没用，电量从100掉到96，超出我的预期。电池没异常。与之前买的iPhone7相比，电池待机明显提升。开机显示总内存256可用246，大屏用起来很流畅，双玻璃的质感也相当给力。希望这iPhone能战两年。,5,
11727712980,"给老爸老妈各买了一个，一如既往地好，黑色也就是深空灰给老爸，红色的给老妈。老人家一边埋怨不该买这么贵的，一边心里乐呵呵的?爱不释手。手机壳和钢化膜自己提前买好的、自己贴的，膜不太好。现在用不着过香港买苹果了，京东更实惠，我去年的7+也是京东买的，一直到现在都很好。在京东好像是第一次晒单。
对了，查了序列号，没问题",5,
11622001788,用了一周，很流畅，是正品。电池也很耐用，充两三个小时就满了。很划算，总之很不错。再用段时间追评吧！,5,
11037585656,妈妈用了一段时间了，她说很不错！拍照清晰，操作简单，用几年也不会卡，满意！,5,
12297873980,次日就送上门了，非常好。手机也非常流畅。黑色真的超有质感的，之前纠结买金色还是黑色，但是又不喜欢正面是白色的，最后还是买了黑色，真的非常好看了。(*'▽'*)?,5,
12170776006,宝贝收到了，送给老弟的生日礼物，他非常喜欢，拍照效果杠杠的，外观线条流畅，手感好，反应速度快，值得购买！,5,
11654800876,电池续航能力，无法评价！本身容量小才2700毫安！外形还是经典款！黑色大气稳重！个人非常喜欢！目前为止各个方面都还行！,5,
11708477547,很漂亮 很惊艳 没等降价就买了 因为之前的6P 16G总是内存不够 以致于出现故障 狠狠心干脆买个256的 天天清内存太揪心啦 已经用了快半个月 体验感不错,5,
12071943005,期待了许久的苹果手机，在双十一前夕入手，今天刚到手，直接去官网查序列号，未@的新机，非常nice！@后感受非常爽，想要入手的不用担心质量。绝对没问题！,5,
12392578123,特点检查了评论中说的问题 一点都没有 还没开始用 感觉不错 黑色的很大气,5,
12008663034,发货速度很快，包装的很好，手机是正品，黑色外观非常漂亮有档次，送货师傅非常迅速，一天就到了，使用系统非常流畅，一点也不卡顿，发热也不严重，电量比较耐用，拍照效果非常清晰，和卖家描述的一样，非常满意的一次购物，以后还会继续光顾！给京东快递手动点赞，大大的赞！,5,
11590634344,用了很多天了，表示很满意。换以前的6p为现在的8P，等不到618就买了。以前用的金色，这次买的银色，玻璃银色的确好看。照片是贴了膜套了壳子的，干干净净。大大小小电器、电子产品，京东自营目前还没让我失望过。,5,
11628419151,很漂亮，怕屏不抗摔买了个保护套，第一次买苹果，用了一天感觉网速比之前那块快很多，红色的玻璃后盖很好看，喜欢,5,
11301682820,刚收到货手机充电的地方有点瑕疵，联系客服跟换了一台，今天刚收到货激活看了下，目前很好，激活日期也是对的，不错！送给老婆的，很喜欢！,5,
12329237448,棒棒哒！ 外观特别美丽没有让我失望，昨天拍下的今天就到了，目前就觉得电量掉的快以外暂时没什么缺点，用几天之后再来反馈，,5,
11449834986,"ios大法好...
顺滑流畅...
续航可以达到一天...
缝隙的话也没有评论里说的那么严重...
这一点苹果的品控还是可以的...
A11 bionic处理器的多核同开性能很恐怖...
另外就是金色属于那种超级耐看的那种...
每次看到都很有新鲜感...有一种奶糖的感觉...
继续用一段时间再回来补评吧",5,
11177334161,这个价格能买到这么赞的手机，采用面积更大、速度更快的感光元件，拥有新的颜色滤镜和更深层的像素，以及用于拍摄照片和视频的光学图像防抖功能。抗水防尘：精密的工艺，令机身无惧水溅和灰尘侵袭。无线充电：玻璃背板，轻松实现无线充电。物美价廉！,5,
11547177534,沫很好，晶莹剔透，每颗泡泡都很饱满。收到货后我捏了一半，剩下的一半收起来了，留着下一次再捏。每一颗泡泡都能发出清脆的响声，决无哑泡，这是一般的泡泡所不能媲美的。老板很热情大方，还送了手机和数据线当小礼物，正好刚需，愉快的一次购物！,5,
11602235786,很喜欢这个手机，很大很有手感，个人觉得深空灰色比其他颜色要好看，速度很快，性能很好，很漂亮很喜欢，京东加油,5,
11393785464,运行速度真的不错，反应超快，苹果手机软件适配特别好。王者荣耀和刺激战场都开最高特效超级流畅，唯一的遗憾就是信号和续航都一般，不过这是苹果的通病。希望在这两块以后越做越好，补足短板。十分满分的话，我给九分！,5,
12155818161,运行很流畅分辨率真的高特别清晰一拿到手就查了序列号是正品没被@过不错很高兴,5,
11925495880,屏幕完美，电池完美，我特意用了几天才来评价的，之前的6电池不怎么耐用了，这个手机完美，京东品质好，一直在京东购物。,5,
12100942924,红色漂亮送给朋友的，朋友很喜欢，屏幕细腻电池续航不错，拍照很清楚真实，玩游戏手机也不热，ios12相当流畅，就是现在价格略高了，给满分好评好评,5,
12117704231,外观双面玻璃很是漂亮，运行速度也很快，吃鸡可以开超高粒子，显色也很好看，扬声器音量也大很多。,5,
12407118537,快递很快，一天就到了。而且快递员服务很好。手机还是未拆封的，全新机，没有任何磕碰，我给大大的满分。手机激活完后很快，用起来很爽。不错的卖家，~格高享受！不错,5,
10952305981,8P很有分量，玻璃质感手里拿着很滑哦，回到了苹果4的时代，以为会给无线耳机，然而并没有，以为会配无线充电，然而并没有，看来我想多了，这两样自己配也不少钱的说。拍照效果很不错，光圈够大，色彩还原也很真实！总之没有7P的还是可以买8P的，因为它降价后很划算～,5,
12379755164,物流真给力，买完第二天早上就收到了，之前用6S掉水里主板烧了，修好将就用了一个月，终于等到了这次降价。包装很简单呀，回来先上网查的序列号是正品没激活的。外观都是没有使用的痕迹。不错，这次京东没让失望。满意,5,
11347845943,"真真的果粉，第三部苹果手机。淘汰了SE，果断入手8 plus,拆开包装看了，确实是全新的。做工很好，没有网上评价那样打开玻璃裂开的。买之前自己还担心。收到非常满意，银色的很漂亮啊，比金得好看太多啦。壳子套上保护好，玻璃的真心裸奔不起。",5,
11518837384,，非常好的体验第一次用苹果手机，运行速度很快，主要看上了它的双面玻璃，不过传说很脆啊，还要做好防护措施！还在摸索中！京东的服务确实很赞！,5,
11455697747,外观设计的跟6很像，多了一个摄像头，玫瑰金色的看起来很干净，苹果系统一直都很不错手机运行的很快，取消了耳机孔，直接从充电口接入了，算是改进吧,5,
11869101989,真的超级好，流畅舒服，运行快，反应快，很满意，外形也好看，京东也超便宜，比实体店好多了，实体店又是办卡又是活动加钱的，很坑，还说裸机拿不了????????大爱京东,5,
12492817267,去手机店看了，是19年最新生产的，是国行。开机用了下手感很好。64g用一阵再看看吧，目前不错,5,
12081811665,物流很快，收到很开心。iPhone品质有保证，运行速度快，红色外观大气，简洁，很喜欢的配色。内存也够了，很实用，性价比高。,5,
11652355678,手机好喜欢。特意用了一段时间再来评价。京东的客服就是好 。可以确定是正品。没有问题。使用非常顺利。其他都不错。屏幕清晰，系统运行流畅，电池耐用 。还有红色非常漂亮，非常漂亮。,5,
11075582249,用了几天了，超级好看，质感很好。买之前看评论大家说和7没啥区别，可是我拿到手以后，虽然8和7看起来没啥区别，但是用起来就能感受到它的区别了，既然是8，系统肯定是有去别的，相比较7，我觉得8的系统更加的流畅，总之我很满意，哈哈哈～超喜欢这个质感～棒呆了～,5,
11739641898,比玫瑰金淡一点的金色，也是很好看的！流畅度还是一如既往的好，并没有发现卡顿现象。后面的玻璃材质不留指纹，很让人喜欢，,5,
11839441383,818买的时候**比京东便宜200多，纠结了好久还是选择了京东，京东果然没有让我失望，第二天准时送达，通过各种验机渠道都证实了它是正品新机，保修期正好一年。拿到手机就能惊艳到了，黑色十分的漂亮，拿在手上感觉档次很高，很适合男生。唯一想吐槽的是它的额头实在太长了，有点丑&hellip;&hellip;之前一直用的是三星，在note8和8p直接纠结了很久最终还是选择了苹果，体验了一把一直想试试的iOS系统。而且苹果产品很保值，买安卓机可能买不到几个月价格就掉的不行，但是iphone可以掉价很慢，今天一看价格反而比我当时买的贵了100。至于存储空间方面64g感觉够用，iphone和ipad之间的同步做的很好，因为ipad是128g的，可以把iphone的照片同步到ipad后删掉，节省了不少空间。,5,
11083283767,用了一段时间才来评论的，到现在没有任何问题，很好，反应速度特别快用了一段时间才来评论的，到现在没有任何问题，很好，反应速度特别快,5,
11303974270,外观非常漂亮，屏幕清晰，照片效果非常棒，系统流畅，京东物流很快，服务好，手机非常有手感，金色很亮丽漂亮，京东价格也很实惠，很好,5,
11340015819,首先 到手后，检查原装，官网也查过了正品，拿在手里很有 安全感。然后，物流很快，京东服务很好！手机用起来怎么说的 流畅舒服！不过苹果嘛，品质高，那么用电量夜快。建议大家入手，很不错的手机,5,
11456435893,手机已经用了几天，感觉很好很好～买之前也有担心评论说的问题。首先听筒音量，很大啊我有时候都不开免提都能听的很清楚，比我的6声音大。至于耗电嘛，屏幕有这么大，玩游戏比看***电池更续航，可能也是苹果的设计之一吧。至于颜值，真的没话说，拿去朋友店子贴膜朋友都说好看！最后服务真的没话说，每一个客服都很细心很耐心，真的要加鸡腿！讲真，除了找熟人买，就是京东的最靠谱了，大家可以放心购买～唯一美中不足的，就是我觉得手机好重啊，但是谁让它好看呢～吃鸡再也不会卡了开心,5,
11018505381,拍照效果给力 特别是人像 双镜头虚化效果可以媲美低端单反了 哈哈 音质比iphone7大很多  信号还可以 系统超流畅 丝滑般感觉 续航可以   发货很快 给力,5,
11543062772,外观摸起来很舒服，红色是偏暗的有点酒红色系统非常流畅，到时候是11.3升级到11.4，价格，很实惠，5399入手，期待进一步的使用。估计能够用到三年以上。,5,
11513735299,手机用了几天了，特地用了再来评价。速度嘛真的飞一般的快安卓机用了好几个了，用一年就卡。特地买个苹果来试试。。然后电池续航能力真是好，待机几天没问题。相机真是赞，画质真是别的手机没法比。。。总之就是喜欢，手机不卡心情也会变美丽。，然后呢推荐金色，真是太漂亮。,5,
11479466065,电池续航是可以的，因为玩游戏所以耗电快，运行速度快，玩游戏比较流畅，冲着iOS系统换的，可能还有许多需要适应的地方，非常喜欢相机反差色！拍照非常有感觉，手机总体来说很满意?,5,
11778268741,"对比了一下X和8p，最后该是选择了8p！完全符合预期，换下来使用三年多的
手感很好，拿着也有份量。样子相对X来讲也比较低调。",5,
11200992186,差了，是正品，没问题，京东速度很快，ios的系统的确比安卓流畅，用了一天，感觉待机还凑合，轻度使用一天,5,
11008679132,1号到手的，后来也有更低价，但是我懒，也没抢，也没保价。8p掉价如此之快，也是出乎意料了，本来是想买个7p就好了，因为差价不大，就直接买了8p。金色挺好看的，用着也很好的，运行速度很快，屏幕清晰，玩游戏超爽。新手机的电池也抗使，用着很满意啊。,5,
12041864622,很好。很满意。银色很漂亮。系统流畅。很满意。非常喜欢。买了个手机套。女同事说你买安全套干嘛。我也是很郁闷。已婚的女人很那啥,5,
11381323035,四代苹果机出来的时候就用了，对于系统不陌生，我是三天后过来评论的，各项检测都没有问题，用的很好，电池也很耐用，就是机器重了一些，还有京东给的京豆太少了吧，才500多，总体来说很喜欢，京东也很棒，继续加油。,5,
11408597030,这一代iPhone又回归玻璃材质，比上一代要重一些。但是手感还是很好，A11处理器很厉害，操作流畅顺滑，毫不拖泥带水，打开程序几乎都是秒进。总体上第一感觉很好！,5,
11952332031,手感很好，重量刚刚刚好，很有实感，买了第一时间再买个手机壳，钢化膜，直接全副武装，妥妥的，256g应该能用好几年了吧，之前64g都用了两年满了，天佑我机机长命百岁嘻嘻嘻?,5,
12114571949,第二天几到货了  我是用了好几天才来评价  玩游戏  王者飞起  刺激战场画质帧率全部最高  一点都不卡  超级顺畅  打开软件速度比三千到五千价位的安卓机快多了  总之很实惠  以后全部认准苹果了  手感好  手机外观还漂亮,5,
11661264067,全新未拆未激活，用了一段时间再来评价，上一个手机是6p，这次活动入手9p。苹果还是那个苹果，系统运行流畅，屏幕清晰，电池耐用，吃鸡不卡。红色太好看了。很满意。,5,
10964834986,双11活动减1000入手的。金色很漂亮，比i7的土豪金好看太多，接近粉色，女生会很喜欢！试用了一天，感觉还不错。送货很快，凌晨下的单，傍晚就到了，给京东小哥们5颗星！,5,
11296282767,新手机很好用，目前没有发现问题。相信京东自营的品质保证。电池续航和屏幕清晰度都很不错。第一次用苹果手机，还比较适应，上班以来自己买的手机，很开心。会好好保护它。,5,
11609643896,屏幕显示很细腻，运行速度也很快，自己有一些智能操作操作正在熟悉中，比如抬腕亮屏等、目前来说，还是比较满意的,5,
11128541177,快递小哥一百个赞，送到6楼给我的，今天就我在家，娃睡觉，感谢小哥理解。手机没话说，新年礼物，我好开心！我觉得并没有网络说的那么重，大气上档次，屏幕看着大也舒服。,5,
11304303950,手机颜色典雅深邃，屏幕清晰，系统运行流畅，做工很精致，外观也很漂亮，速度很快，拍照和视频效果好，自然出色，手感舒适，性价比很高。,5,
11761775032,之前的6s坏了，想了想换了8p ，目前用起来很舒服，玩游戏还是日常使用都很满意，除了充电有点慢，其他都很满意，快递速度也很快，早上下单，下午就到了，点赞,5,
11622096782,这是第四个苹果手机了 一次比一次买的有分量 赶上618店庆 老公又买来送我 红色很好看 网速也不错 照出来的照片也不是很假 主要是自带的系统真心不错 支持,5,
11314647189,用了一段时间才来评价  第一次用苹果手机 确实很流畅 感觉还不错！续航的话  qq   微信  微博 一天一充  还算满意！,5,
11857639156,送给男朋友得，很喜欢。很好得颜色好骚啊。弄得我都好喜欢。早知道等红色得也买红色的了。抓狂,5,
11778114634,手机非常好用，以前6sp 感觉8完全是一个超级的快，超级省电，触控手感非常好，线性马达也是升级了，还有最大的好处就是通话声音大了很多很多，总之，非常值得推荐的一款手机,5,
11072864382,出来工作后买了第二部手机，第二部苹果，16G的6P用得实在是很崩溃，以为双12有活动，结果没有，想想还是下手吧，12号下单，14号拿到手，256G我终于可以很任性的用了，用了一个晚上，比6P要流畅很多，其他暂时没发现什么问题，比较满意,5,
11132468033,给孩子买的，用了一段时间才来评价，孩子说挺好用的，还是银色漂亮，适合小女生用，现在的孩子都喜欢高科技产品。好在孩子不怎么玩手游，下载了很多学习软件，经常玩儿手机对眼睛不好，多给孩子吃胡萝卜香菇牛肉大虾，平时每天喝一袋野生蓝莓汁。京东物流超级好。,5,
11826431662,不得不说，苹果的手机杠杠滴，好用，运行流畅，屏幕色彩显示效果很好，电池续航时间还行，总体满意,5,
10968162893,"优点：升级到11.1.1续航更久了，流畅很好用，通话音质都好。
缺点：深空灰+玻璃很容易粘指纹，看起来很明显，不建议买这颜色。",5,
10822986016,经过耐心的等待，总算拿到手了，玻璃的效果果然不一样，拿着很舒服，比前面的6s感觉手感好多了，很喜欢！操作起来很流畅。目前没有说网上发现的，听筒有沙沙的声音。,5,
11875878783,物流很快 ，和逛街买东西一样，今晚下单，第二天上午就上手了，很是不错 ，手感很好，电脑上查了，是正品非常感谢京东，希望系统不会有问题,5,
10866399639,5s用了4.5年！一直没让我失望！至今仍然非常流畅！苹果的产品还是值得信赖的。换代了！8的手感比较重！做工精致！一下不太适应！很好用！,5,
10942063139,手机很好，没有发现问题，最重要的是京东客服非常不错，有问题能及时解决。上一部手机是5s，服役了整整三年，没有出现任何问题，圆满完成任务。,5,
12466297133,犹豫了好久还是选择了8plus，用了好几天了。很流畅，以前都是用安卓机，老是爱卡。于是这次换了苹果，打算用个几年再换吧,5,
10837027281,"没有犹豫，直接下单！是比较可靠的！
快点小哥的服务也超级赞！还帮我提东西&hellip;&hellip;哈哈
说偏了，手机真心好用！在它之前买了&hellip;&hellip;用了一个月！我给**了！还是喜欢用苹果！不知道为什么，就是喜欢！之前一直用6的的！好用，速度快！手感好！我买的超大内存的，赞",5,
11464452522,物流非常给力，货物没有任何问题，使用无任何问题，满意满意满意，电池表现还可以，正常使用一天一充没问题，性能无需多言苹果的A11更是不用解释，完爆其他厂商，流畅度到位，总之就是非常满意！,5,
12443371581,宝贝收到了很喜欢，和想象中的一样，第一次在网上购买手机。都挺好的，点个赞。,5,
12156503244,京东搞活动买的 很优惠 送货速度很快 隔天就收到了！红色好漂亮的 手感不错 运行速度快 大大的满意！,5,
11291756896,都说网购电子产品是看运气 那这一次运气挺好 拿到手先查了下序列号 显示请激活你的iPhone 然后看到型号是m开头 心里放心多了 再打开包装盒 手机被保护膜包裹 很干净没灰尘 背面贴有进网许可 仔细检查了四周和边缘还有摄像头 一切正常 完美机 然后就激活了 用了两天了 感觉非常不错,5,
11421864540,我第一次在京东购买苹果手机，感觉黑色非常好看漂亮。相比较6sp来说，夜间拍照强太多了，屏幕亮度更偏柔和，而且速度很快。缺点就是自带充电器充电速度太慢啦！,5,
11776405003,收到货之后有段时间了，在京东上买的，是正品，发货快，收货也很快，包装完好无损，没什么磕碰。新手机?还很流畅，电池?也比较耐用，手机?拍照?清晰，总的来说，这款苹果8P非常好！,5,
12434241832,整体很不错，速度也算是够用了，打游戏也没问题。整体不错,5,
11642221385,手机很满意，身机轻溥，外观漂亮，质感又好，色彩亮丽，像素清析，拿在手上高尚大方。在京东购物就是好，物流快，服务好，100赞！,5,
12216514994,首先是要给京东物流点赞，速度一直很快！京东自营的东西一直都很不错，手机也很不错。这个手机屏占比真的很高，宽度和厚度都很适合，就是感觉长了一点。系统流畅度不错，反应也很灵敏，拍照也很不错。基本上我都很满意。目前没啥毛病！真的是值得购买的一款手机！,5,
11701434778,今天刚到，送货的速度很快，手机各方面都挺好，iOS系统的运行速度真的很快，玩游戏特别流畅，唯一的缺点就是太重了?这是我用过最重的手机，再过两天看看吧,5,
11550148042,苹果iPhone8 Plus到手之后非常喜欢双面玻璃机身做工优良外观漂亮，系统顺滑流畅，拍照效果更是出色，电池中度使用一天还是没有问题的，但是如果长时间看视频玩游戏还是比较捉急，总结很喜欢满意。,5,
11326668972,用了多年的6p越来越慢了，在8P和想之间犹豫不决，正好有秒杀活动，就买了个8p。不用适应新系统，也不用适应新大小，直接上手。两个手机放一起就自己传输了，很方便。,5,
12210002170,很快，容量很大，很喜欢，差了序列号，正品，梦寐以求的iPhone，特别喜欢，希望可以用很长时间。,5,
11493098000,手机还是很不错的，物流也很快，比较负责。然后手机方面流畅度没的说，毕竟i11，颜色也蛮喜欢的，当初觉得这个金色很特别，这样别人就分的出来这是iPhone8p了，哈哈哈哈?，然后现在金色居然还涨了一百块钱，也算小机智赚了一百块。手机是正品，吃鸡超级流畅，电量比iPhone7plus还要持久点，本来以为电池容量没7P大，然后听别人说8有电量优化，电池小一点可是优化很强，算是苹果里电量最久的了，不过苹果手机大家也知道，电池就那样，也别去和其他大容量的比,5,
11409262124,电池充电很快，不是很费电，拍照效果不错，很清晰的，手感很好，屏幕够大，看视频视觉非常好。苹果系统很好用,5,
12338219362,机子看起来很大气，双面玻璃面，非常养眼，和原有苹果手机自动同步通讯录，做工精致！,5,
10993821673,完美 清晰 非常流畅 慢 强 系统非常流畅，电池续航长， 前段时间看网上各种黑，我还有点害怕， 实物拿到手后，一切顾虑都是多余的，手感很不错，系统操作也很快，不愧是苹果,5,
11623694273,"先说手机吧。屏幕可以的。目前还没玩游戏！
本来想买黑色的 结果红色好还比较实惠而且是今年出的就选择了红色。漂亮
买这手机挺折腾的。在这里对客服说声麻烦了。因为开机画面有些不满意。前前后后换了四次。最后还是算了。用着先吧
客服态度很好。速度很快！
京东一直很满意咯！",5,
11085285595,苹果iPhone8Plus使用速度和七相比，都是一样流畅和快，背面玻璃手感也很不错，特意用了一段时间来评价。苹果iPhone8Plus打王者荣耀流畅不卡顿，玩了两个多小时基本没感觉发热。苹果iPhone8Plus到手之后非常喜欢做工优良外观漂亮，系统顺滑流畅，拍照效果更是出色。,5,
11460227425,比iPhone 7性能要好很多，续航时间也要比4.7寸的i7长很多，应该是电池大的原因吧！性比价也还行！,5,
11621386094,不太想评价，网购这些年，都是给五星，从没文字评价过。手机苹果官网查过是真的，别的也没什么。老婆的7P是授权店买的，跟她的比没觉得假。以后用用再看。忙，很少玩手机！京东的快递速度、素质很好！,5,
11564766802,红色的漂亮了一大截，都怪厨子，要是去年一起出，我还买啥iPhone X。这台必定要收藏了！希望机器没问题就好。8p其实没啥说的，性能第一，续航按我来说超过爱国厂4000毫安的，拍照不是最好完全够用，当然最好的还是顶级的LCD屏了，眼睛不好的推荐。,5,
11585997649,从x换过来的，8p成熟各项稳定不发热相比X的双层主板发热真的很比x好多了，可以说8p是iPhone里面 续航最好 手机整体最成熟稳定的一部了，还有我的骚红 太漂亮了真的被吸粉了 哈哈哈哈哈,5,
11335652707,电池续航能力超出预期。从i6开始，为了男士口袋能装下，我一直都是买的小版本。第一次买大的，为此还配了一个手包，很不错。手感，重量匹配的效果也满意，打，接电话，收发中文短信没毛病。有蓝牙，无红外是个缺憾。,5,
12367408033,趁苹果降价，果断入手4799，非常划算了，看了有半个月手机了，一直犹豫要不要换安卓，这次苹果降价真的是触动了我的心！还是继续用苹果。手机正品，没发现问题，用爱思助手查了也没啥问题。生产日期还是18年12月底，非常新了，赞,5,
11850190313,iOS系统体验确实比安卓好，我是安卓老用户，算算用了7年安卓，安卓软件的恐怖后台唤醒及乱七八糟的权限导致安卓手机后期很耗电，刷机，装软件阻止软件后台唤醒，禁用软件部分权限等等，还得担心手机变砖，我手上因刷机搞坏的手机最起码有5台，唉，都是泪,5,
11403001605,"玻璃的非常好看！有质感，a11的确强悍，综合性能强于845。a11加持ios系统还是很强大的。第一部iPhone非常满意！国产的华为p20和小米mix2s也不错啊。好评好评。京东质量非常好。
快递非常快，点个赞。手机也没有任何瑕疵，使用了一个月目前都很好。以后在追评吧。",5,
12433953343,手机收到十天了，用了以后才评价的！首先物流很快，手机是正品，反应速度还是外观都没得挑！电池用一天完全没问题，8p绝对好用的产品！买了不会后悔的东西！,5,
11338325142,感觉非常好，的确高大上，运行速度快，很流畅，拍照效果很好，影像清晰，玻璃镜面很漂亮.,5,
11290906623,比计划提前好几天收到，物流给力，包装完整，拆开后插卡开机激活，很流畅，物有所值，屏幕分辨率高，手滑很流畅，手感不错，电池续航能力不错，整体不错，给个好评。,5,
11172280498,快递速度很快，京东服务一如既往的好，手机是国行真品，iPhone8p很好用，比我的华为p10好用多了，EMUI和iOS差距很大，流畅度跟不上，尽管我也升级了安卓8.0，黑色颜色很好看，就是有很多自带的应用用不了， facetime用不了，不知道什么情况，很多在iPad上用的在苹果手机上都不能用，不知道是什么原因，求大神解释，本人小白,5,
11284309832,手机做工不错，手感很好，屏幕清晰，系统流畅，拍照也不错，ios还是有先天之处的，不支持快充，充电慢。。京东价格优惠，送货快，信赖京东！！,5,
11557324546,用了两天感觉各方面都挺好的，之前很怕发生差评里的事情，但真的各方面都挺好的，之前以为真不靠谱，后来看个蚊香液的评论都那么多差评，也就见怪不怪了，京东还是值得信赖的,5,
12020503376,手机是正品，很喜欢，没有@过，用起来也很顺畅，像素真的很好?，一天大概充两次电,5,
10926404303,昨天早上好不容易抢到银色256G，非常激动的说！下午就收到了！京东自营的物流速度真的好快！拿到后上了各个网站查验，机子是正品！电池感觉还是比较耐刚！但有些时候信号不好！,5,
12382380057,性能很强大，值得购买，玩游戏首选机型。电池还阔以，颜色外观也很好看！,5,
10822365310,首发入的8P，之前一直用着6s Plus，感觉速度提升明显，屏幕效果也很出色，支持无线充电这点很好。黑色面板确实比白色好看不少。不等X了（主要也是没钱-_-||），还是习惯home键，至少2年内不升级了。总体非常满意，好评！,5,
11353338420,银白色特别漂亮，透亮透亮的，电池续航也很不错，用了两个多月了，暂时没有什么问题。,5,
11383470869,手机收到之后使用了一段时间才来评价的，确实不错，手机运行很流畅，双摄拍照很清晰，晚上拍照效果也很好，续航能力很满意，我没事的时候喜欢玩游戏，基本上一天一充，还是很不错的。对比iPhonex我感觉还是这款手机性价比要高一点。京东自营送货速度超快，配送员态度很好，京东自营值得信赖。,5,
11969475669,用了几天很好，从12年开始一直用苹果，习惯了这个系统，用起来方便，待机时间也不错，红色的很特别，是我想要的机器,5,
11808314703,"果然苹果大法好啊～系统流畅的**,告别我用了几年的安卓机了。做工也确实是一分钱一分货啊，手感很整体，很扎实。",5,
12444954449,超级喜欢，种草很久了，拿到手机很喜欢，还没有打开，看外观是很喜欢，日期是2019年生产的，超级超级喜欢,5,
11259253511,过年给老爸买的礼物，老头子特别开心，他不怎么玩手机，电池的话可以支持三天，第三天晚上才充电，刚开始用电池还是能用挺长时间，拍照效果也好，老爸很喜欢！,5,
11029091833,自从用了苹果手机就换不回安卓系统的了，爱上了苹果系统，不得不说iphone8P的跑速真的很快！前后都是玻璃屏，很漂亮，虽然用的时候格外小心。拿在手里很有质感。双十一抢到的，很划算，还会一直支持苹果手机。,5,
11126581422,6p用了三年，换了8p，系统很流畅，手感不错，略重，没有6p轻便，续航持平，性能强劲，希望能用三年。,5,
11401156604,屏幕分辨率比6S Plus现实清晰！使用原彩显示效果明显强于7p续航能力比较满意，拍照效果也比较满意，后盖玻璃手感非常润滑，机身重量增加手感非常棒值得拥有！,5,
11545422946,物流非常快！包装非常好！看了很久还是买了，第一次用苹果手机，感觉不错，系统很流畅，功能强大，用了一个星期感觉各方面都不错，满意,5,
12429618044,第一次在京东买手机 看了很多评论都说京东有翻新机 我开始也是很害怕 毕竟不想自己的钱打水漂 29号晚上下单的 今天中午就到了 试了一下午 手感不错 比x好 自我感觉 也没发现其他问题 去官网查了序列号是正品 很开心 后期有什么问题再追评,5,
